book_id,bet_id,transaction_id,ticket_id,last_name,first_name,passport_series,passport_number,ban_status
375,241,588,290,Beck,Kimberly,9758,886062,NOT BANNED
535,94,828,210,Jenkins,Michelle,7159,578365,BANNED
370,111,225,969,Evans,Leslie,2625,366068,BANNED
966,30,662,473,Franco,Matthew,5640,571769,BANNED
180,29,165,993,Rivas,Michele,1795,303280,BANNED
19,184,932,382,Williams,Amanda,7658,412137,NOT BANNED
494,203,385,792,Shannon,Katherine,7016,882578,BANNED
366,109,686,194,Vega,Joseph,8644,228942,BANNED
589,512,152,274,Cortez,Joseph,8896,645667,NOT BANNED
276,489,499,742,Porter,Kenneth,8751,654629,NOT BANNED
748,587,214,144,Hammond,Benjamin,6569,173837,NOT BANNED
772,616,620,213,Rhodes,Melanie,9276,199478,NOT BANNED
419,19,350,615,Nelson,John,7247,994414,BANNED
583,786,149,392,Kelly,Jessica,2114,921946,BANNED
694,192,800,601,Crawford,Erika,5139,632562,NOT BANNED
631,855,13,782,Harris,Laura,2344,700148,NOT BANNED
914,379,430,287,Kennedy,Joseph,5618,775228,NOT BANNED
724,769,624,754,Smith,Rickey,3109,237667,BANNED
345,925,885,823,Graham,Lauren,3917,886184,BANNED
846,893,892,692,Smith,Nathan,1765,999559,NOT BANNED
381,946,69,174,Huber,April,5517,791844,NOT BANNED
149,440,659,259,Chandler,Wesley,8492,659990,BANNED
877,506,41,927,Johnson,Mary,6832,910803,BANNED
107,2,528,117,Smith,Andre,1152,684932,NOT BANNED
424,781,293,453,Hall,Sara,3819,947702,BANNED
16,535,323,129,Flowers,Adriana,8108,299724,BANNED
891,727,302,355,Williams,Katherine,5565,765956,NOT BANNED
445,771,712,11,Johnson,Darlene,1748,251734,BANNED
391,360,616,963,Dean,Daniel,2176,450089,BANNED
645,521,9,797,Clark,Robert,4685,238051,BANNED
222,142,816,444,Johnson,Justin,2702,671020,BANNED
708,385,296,73,Carr,Lisa,5369,371171,NOT BANNED
64,235,417,56,Taylor,Abigail,2486,486542,BANNED
517,722,802,497,Burke,Mark,2489,532668,BANNED
507,242,602,557,Melendez,Eric,1458,202940,NOT BANNED
436,570,338,370,Cox,Raymond,9246,973039,BANNED
432,646,738,189,Leonard,Gregory,9696,476304,NOT BANNED
414,518,186,675,Roberts,Anthony,7196,595508,NOT BANNED
386,783,719,296,Johnson,Meredith,7271,974247,BANNED
185,651,652,241,Fowler,Kendra,4553,855144,BANNED
37,37,751,153,Carroll,Jason,2527,298122,NOT BANNED
289,93,956,760,Pace,Molly,8393,346472,NOT BANNED
203,741,601,289,George,Crystal,8598,188763,NOT BANNED
9,199,878,722,Snyder,Nicholas,6002,227711,NOT BANNED
98,793,427,865,Clark,Danielle,9500,736258,BANNED
62,982,526,800,Skinner,Sharon,8100,866854,BANNED
461,38,536,666,Ritter,Roger,6798,731796,NOT BANNED
318,536,426,463,Davis,Sydney,6171,390286,NOT BANNED
994,140,358,729,Cole,Gary,6322,644232,BANNED
209,928,19,493,Miller,Brian,8149,348186,BANNED
544,875,71,670,Gonzalez,Justin,3365,101419,BANNED
396,309,489,974,Glover,Penny,6570,866003,NOT BANNED
777,5,771,360,Miller,Tiffany,4961,796258,NOT BANNED
477,495,523,897,Murphy,Deborah,9769,738875,BANNED
235,655,975,150,Cline,Sylvia,8376,839497,NOT BANNED
171,321,962,27,Brown,Bryan,4251,329553,BANNED
57,951,164,934,Haynes,Jacqueline,6363,162971,NOT BANNED
633,27,730,712,Alvarado,Scott,5663,275904,BANNED
543,718,520,766,Johns,Jeff,1585,688756,BANNED
260,901,625,286,Fields,Lori,4751,357217,NOT BANNED
295,712,980,380,Russell,Amanda,1799,207116,BANNED
749,921,593,917,Thomas,Amy,1196,715238,BANNED
253,212,642,902,Simpson,Mark,6561,582706,NOT BANNED
794,840,88,893,Jones,Theodore,8775,369563,BANNED
612,642,12,531,Kennedy,Elaine,7624,733488,BANNED
516,799,702,805,Brown,Allison,7881,365518,NOT BANNED
83,1000,291,96,Kaufman,Beth,9710,552061,BANNED
470,904,333,630,Bailey,Mary,9499,595577,BANNED
574,219,114,784,Brown,Dawn,9585,835404,BANNED
208,122,363,968,Jackson,Luis,6468,628117,BANNED
931,767,29,25,Stone,Emma,8506,322187,NOT BANNED
341,392,474,395,Wright,Charles,9888,833521,NOT BANNED
562,836,708,331,Parker,Melinda,7633,164121,NOT BANNED
162,217,247,856,Khan,Daniel,6929,323330,NOT BANNED
613,866,339,950,Cook,Tricia,3523,440130,NOT BANNED
404,626,456,128,Logan,Valerie,4805,317653,BANNED
802,333,926,401,Holloway,Brian,3995,403790,BANNED
352,821,863,405,Brooks,Jay,4222,937543,BANNED
608,945,360,951,Faulkner,Mitchell,1284,559783,BANNED
68,103,252,788,Walker,David,2089,198980,NOT BANNED
492,57,847,308,Cunningham,Jill,2684,223030,NOT BANNED
835,732,947,524,Carter,Paul,5283,137865,NOT BANNED
43,784,636,516,Russell,Steven,6334,559220,NOT BANNED
41,95,578,552,Porter,Steven,3563,170146,BANNED
93,525,856,509,Thomas,Kayla,6225,947958,NOT BANNED
865,995,94,940,Wright,William,1502,609373,BANNED
132,563,14,361,Hoover,Joyce,9729,388981,NOT BANNED
941,847,394,320,Perry,Sarah,5380,967071,NOT BANNED
768,232,949,446,Owens,John,6886,357038,NOT BANNED
337,234,638,971,Sullivan,Timothy,6202,434833,NOT BANNED
813,723,457,648,Richardson,Kiara,8676,915969,BANNED
782,357,757,298,Howard,Christopher,8785,645286,NOT BANNED
70,71,460,109,Jones,Eugene,3585,521804,NOT BANNED
154,737,789,340,Wright,April,8284,366201,BANNED
839,971,32,409,Harris,Melissa,3066,731620,NOT BANNED
378,291,307,369,Bowman,Mark,7864,450439,BANNED
501,738,970,416,Gardner,Sheila,1266,684264,BANNED
339,350,643,519,Lynch,Jonathan,9896,618923,BANNED
621,629,842,930,Hicks,Theodore,7478,745655,NOT BANNED
881,526,699,391,Petersen,Gary,9957,575879,NOT BANNED
510,451,383,512,Walters,John,4747,380407,NOT BANNED
566,871,432,677,Velasquez,Gloria,6545,451666,BANNED
770,605,169,731,Campos,Tammy,9589,366655,NOT BANNED
406,865,839,696,Reyes,Ronald,2120,668795,NOT BANNED
527,305,230,659,Anderson,Gloria,2819,853611,BANNED
948,423,690,310,Hines,Thomas,8333,749149,NOT BANNED
642,227,144,314,Dunlap,Shelby,2565,583168,BANNED
862,960,762,852,Cook,Anthony,2232,341172,NOT BANNED
561,705,237,47,Moore,Joshua,9669,406319,BANNED
741,497,513,105,Smith,Stacy,7823,483545,NOT BANNED
910,827,328,623,Hernandez,Michelle,2243,648803,NOT BANNED
988,692,585,507,Norris,Kathryn,3530,162846,BANNED
105,442,931,996,Jennings,Renee,1282,380776,BANNED
533,539,228,36,Mejia,Alexis,9598,143143,NOT BANNED
292,894,768,629,Thomas,Ashley,7701,899701,NOT BANNED
875,747,973,589,Martin,Jonathan,9131,799930,NOT BANNED
905,164,139,562,Mendoza,Susan,4075,149809,NOT BANNED
271,745,238,187,Diaz,Gina,4168,715006,BANNED
986,702,896,913,Phelps,Hunter,9941,377003,BANNED
998,604,471,465,Long,Jennifer,4843,455114,BANNED
909,33,68,185,Wilson,Michael,8423,780086,NOT BANNED
698,571,517,467,Barrett,Audrey,4080,986839,NOT BANNED
104,859,818,177,Cruz,Keith,6002,774365,NOT BANNED
765,766,44,430,Gregory,Jennifer,4876,582029,NOT BANNED
364,631,100,347,Pena,Jeremy,6535,618311,BANNED
644,887,37,139,Hall,Darrell,5142,158361,NOT BANNED
155,898,295,949,Carter,Kristine,1096,834237,NOT BANNED
581,308,995,570,Wells,Sean,7234,780705,NOT BANNED
8,548,132,775,Case,Gregory,5297,269108,BANNED
30,421,514,454,Hill,Tammy,5665,881399,NOT BANNED
360,329,346,592,Mckee,William,6010,648661,BANNED
242,822,905,306,Thomas,Nathaniel,4174,517809,BANNED
953,990,879,733,Mahoney,Matthew,7716,949316,BANNED
751,480,62,749,Kidd,Jennifer,5222,100746,BANNED
163,481,411,834,Fox,Katherine,6778,493627,NOT BANNED
821,249,927,85,Rios,Walter,9292,696565,NOT BANNED
915,17,553,736,Bates,Elizabeth,2387,561339,NOT BANNED
473,496,955,67,Yang,Lisa,4136,867016,NOT BANNED
879,388,209,877,Wolf,Amanda,7620,478365,BANNED
427,554,123,145,Rodriguez,Alexandra,5155,942657,NOT BANNED
737,696,807,490,Foster,Joe,1963,943952,NOT BANNED
569,891,496,564,Jackson,Mark,6284,542166,NOT BANNED
279,334,196,383,Hall,Nancy,3873,549633,BANNED
567,269,63,502,Grant,John,6888,661024,NOT BANNED
728,988,453,269,Wheeler,Oscar,3179,562845,BANNED
123,145,968,907,Smith,Brandi,2072,346901,NOT BANNED
233,531,914,686,Ford,Matthew,4533,763581,BANNED
573,283,937,849,Smith,Kimberly,6673,197074,BANNED
684,436,868,774,Guerra,Matthew,2128,200430,NOT BANNED
576,215,542,160,Matthews,Miguel,4419,458591,NOT BANNED
679,547,909,541,Monroe,Jamie,3566,427622,BANNED
26,186,188,590,Brown,Leah,4907,684436,NOT BANNED
183,273,677,125,Nunez,Joshua,3130,580276,BANNED
113,597,148,231,Smith,Diana,7932,626364,NOT BANNED
250,167,197,534,Rojas,Matthew,2189,344290,BANNED
228,51,864,154,Stewart,Jesse,5962,356239,BANNED
131,830,512,776,Gill,James,2044,354021,BANNED
878,749,5,342,Young,Kyle,5227,583489,NOT BANNED
823,559,748,156,Roth,Fred,2232,673247,BANNED
379,630,912,258,Pierce,Alicia,1157,254251,BANNED
511,676,241,92,Smith,Peter,8196,707962,NOT BANNED
720,542,53,353,Lin,John,3011,347133,NOT BANNED
658,797,674,29,Glover,Jordan,9060,258328,NOT BANNED
786,261,357,771,Krueger,Shannon,3714,626899,NOT BANNED
40,356,998,704,Richards,Christopher,3419,210871,BANNED
665,592,102,752,Hill,Michael,8072,259469,NOT BANNED
801,932,694,246,Howard,Scott,7688,357251,BANNED
627,48,205,253,Espinoza,Dana,6608,938519,NOT BANNED
108,883,653,546,Barnes,David,8515,883625,BANNED
990,68,604,15,Watson,Maria,9026,451770,BANNED
472,505,558,168,Dixon,Dawn,2993,616264,BANNED
773,612,648,529,Burton,Michael,6665,871857,BANNED
367,555,685,549,Martinez,Beverly,7388,987635,NOT BANNED
161,607,794,80,Hill,Lee,8608,104347,NOT BANNED
278,520,419,584,Aguilar,Katherine,9993,501065,BANNED
616,133,717,319,Burns,Victoria,6978,528321,BANNED
922,400,591,685,Hurst,Jesse,3812,862976,BANNED
969,912,257,517,Francis,Abigail,4655,315416,BANNED
682,878,206,438,Hudson,Samantha,5108,968882,BANNED
713,439,688,992,Tucker,Marc,2964,164342,NOT BANNED
479,209,475,220,Woodward,Sarah,3170,203977,NOT BANNED
373,637,272,511,Thompson,Christine,4063,954415,BANNED
232,994,401,212,Lee,Victoria,8346,109976,BANNED
825,73,943,803,Price,Barbara,4691,800583,BANNED
593,560,127,255,Walker,Karen,8787,197093,BANNED
56,377,198,617,Barnes,Maria,2185,463581,NOT BANNED
297,438,174,850,Wells,April,1364,216752,NOT BANNED
601,848,763,773,Aguilar,Tristan,3540,405534,NOT BANNED
301,704,224,499,Rodgers,Stephanie,4812,676952,BANNED
993,412,758,478,Fisher,Diane,7968,839007,NOT BANNED
74,500,450,891,Blankenship,David,3658,803586,BANNED
638,573,30,435,Villanueva,Gregory,6448,594840,NOT BANNED
524,812,545,942,Lopez,Betty,4326,610249,NOT BANNED
29,993,72,796,Mcclain,Kimberly,2414,771544,BANNED
897,804,262,450,Austin,Laura,9392,870619,NOT BANNED
156,124,787,508,Miller,Richard,6067,221260,BANNED
146,543,870,77,Howard,Lauren,7344,436010,BANNED
219,516,992,882,Garrett,Jerry,4539,732789,BANNED
18,574,320,532,Hanson,Susan,5686,543891,BANNED
45,452,236,815,Smith,April,1920,542776,NOT BANNED
190,326,557,481,Henderson,Kayla,3119,589157,BANNED
834,21,156,228,Mcclure,Eric,7029,847684,BANNED
504,933,38,978,Simmons,Dalton,3990,873356,BANNED
800,939,666,900,Powers,Erica,9541,120526,BANNED
952,218,632,480,Brown,Michelle,3951,298706,NOT BANNED
28,491,112,9,Vaughan,Shannon,7217,294697,BANNED
315,537,304,420,Smith,Charles,8733,922319,NOT BANNED
88,621,952,140,Harris,Christopher,1916,108940,NOT BANNED
182,323,682,208,Watson,Heather,4577,945537,NOT BANNED
456,957,115,594,Ruiz,Samantha,9197,167605,BANNED
837,163,345,530,Palmer,Edward,6915,710108,BANNED
585,551,791,748,Oneill,Tanner,8830,112775,NOT BANNED
191,845,779,198,Montoya,Rachel,3507,890037,NOT BANNED
662,206,614,918,Reed,Tina,7294,667790,NOT BANNED
636,837,352,21,Williamson,Michael,7056,511585,BANNED
7,170,718,377,Jones,Logan,7389,142639,NOT BANNED
10,183,539,547,Lee,Jennifer,7885,702121,NOT BANNED
594,281,832,694,Thompson,Bryce,9185,954480,BANNED
809,752,455,271,Cardenas,Troy,7792,231116,NOT BANNED
506,710,384,886,Adams,Grant,7298,238889,NOT BANNED
223,965,563,354,Wolfe,Jeffrey,9812,837616,NOT BANNED
491,91,82,935,Marsh,Bruce,8402,310763,NOT BANNED
319,792,8,695,Stewart,Patrick,7956,146812,NOT BANNED
873,760,10,678,Brady,Hector,9630,980185,NOT BANNED
87,715,735,304,Howard,Joyce,7554,634876,NOT BANNED
471,999,819,458,Jensen,Jason,1503,668790,NOT BANNED
603,740,705,599,Adkins,Erica,3121,458942,BANNED
117,341,405,713,Collins,Deborah,3178,635951,NOT BANNED
539,432,792,765,Collins,Ryan,5516,632678,NOT BANNED
288,238,865,63,Todd,Tammy,9614,338993,NOT BANNED
509,87,961,411,Cooper,Michael,9687,320116,BANNED
333,508,711,700,Mcdaniel,Rachel,3356,940138,NOT BANNED
954,654,676,812,Curry,Cheryl,1942,340231,BANNED
604,20,644,215,Carroll,Michael,5167,435947,BANNED
332,8,634,890,Barry,Laura,5238,269087,BANNED
52,576,365,596,Rodriguez,Toni,3906,661871,NOT BANNED
588,557,73,399,Harvey,Brooke,2655,671789,NOT BANNED
450,176,79,604,Olson,Stacy,2219,967717,BANNED
729,937,515,579,Smith,Ashley,7749,314803,NOT BANNED
84,52,221,127,Moore,Aaron,1955,420800,BANNED
287,693,235,673,Turner,Brandon,9089,601019,NOT BANNED
851,172,782,758,Anderson,Amanda,2255,473071,BANNED
833,780,485,482,Bullock,Sara,7796,299391,NOT BANNED
958,961,371,415,Phillips,Johnny,5579,610013,BANNED
69,751,872,66,Miller,Molly,5784,928324,NOT BANNED
27,657,569,303,Santiago,Carol,2513,578925,BANNED
397,318,954,470,Evans,Todd,1837,252424,BANNED
120,726,234,349,Hamilton,Holly,7936,885575,NOT BANNED
649,476,173,988,Becker,Jennifer,8594,685263,NOT BANNED
819,744,20,581,Rose,Anthony,2689,883380,BANNED
659,99,334,346,Rios,Paul,9721,511165,NOT BANNED
42,296,33,356,Miller,Michael,9233,436547,BANNED
867,910,908,203,Tate,Alexandra,4751,855677,NOT BANNED
939,417,208,682,Cooper,Erika,9795,836566,BANNED
685,299,52,455,Anderson,Stacey,1295,810001,NOT BANNED
624,968,201,65,Harvey,Carla,2820,220394,BANNED
733,580,277,598,Nunez,Anne,6265,142145,BANNED
429,405,400,378,Gaines,Angela,3791,487966,BANNED
721,338,946,496,Rubio,Brian,3623,586270,NOT BANNED
859,311,657,51,Pennington,Mitchell,8781,350701,BANNED
964,721,444,122,Davis,Carmen,4542,151970,BANNED
75,201,481,53,Anderson,Riley,5071,544279,NOT BANNED
300,158,843,445,Curry,Angela,1985,757216,BANNED
689,384,290,609,Allen,Gregory,4899,502449,NOT BANNED
266,561,374,839,Knight,Stephen,4670,547933,BANNED
714,926,529,634,Curry,Lynn,1312,470288,NOT BANNED
372,785,855,989,Bennett,Carl,3476,724337,BANNED
917,42,111,321,Galloway,Morgan,7556,110038,NOT BANNED
323,96,96,2,Hendricks,Sylvia,9261,681003,BANNED
277,757,372,249,Strong,Deborah,6247,420650,BANNED
623,344,373,521,Blake,Wayne,6133,932084,BANNED
836,408,777,527,Torres,John,3314,180266,NOT BANNED
999,128,516,528,Black,Monica,9117,540404,BANNED
416,530,953,236,Stewart,Alicia,7432,536640,BANNED
723,295,567,196,Smith,Haley,1698,759184,NOT BANNED
847,671,813,407,Dorsey,Christopher,5013,490172,NOT BANNED
763,290,781,947,Hansen,Michelle,3334,278405,BANNED
652,603,606,977,Johnson,Stacy,4479,609577,NOT BANNED
313,224,778,182,Blanchard,Megan,1445,885805,BANNED
459,909,167,619,Williams,David,7530,170063,BANNED
526,703,859,234,Lawrence,Lisa,2739,618547,NOT BANNED
254,897,74,778,Nguyen,Jessica,2580,777922,BANNED
53,666,704,884,Lam,Timothy,8529,536927,NOT BANNED
971,997,795,764,Burke,Michael,8814,684756,BANNED
799,260,93,254,Wise,Kevin,8484,485703,NOT BANNED
901,765,260,743,Rios,Travis,8535,169395,NOT BANNED
186,62,538,772,Wilson,Suzanne,6640,810271,NOT BANNED
771,685,560,39,Ellis,Jessica,3239,550821,NOT BANNED
783,35,407,780,Thompson,Alejandro,4115,658127,BANNED
133,552,811,227,Johnson,Rebecca,2175,143426,BANNED
960,899,145,702,Jones,April,2873,781838,NOT BANNED
178,325,39,373,Edwards,James,3153,792004,NOT BANNED
86,160,543,384,Walker,James,2017,471912,BANNED
863,504,286,460,Lambert,Beth,3215,339710,BANNED
610,660,77,827,Adams,Catherine,3775,971948,BANNED
806,931,267,402,Smith,Sean,2342,117408,NOT BANNED
921,11,118,114,Tanner,Douglas,9090,833116,NOT BANNED
798,457,893,681,Roberson,Karen,2380,278222,BANNED
565,700,534,981,Bradford,Angela,8070,927700,BANNED
97,275,770,944,Brown,Anthony,3320,523651,NOT BANNED
482,523,958,270,Sandoval,Elizabeth,2185,428063,NOT BANNED
829,287,550,614,Tran,Amanda,5338,530482,NOT BANNED
882,549,518,412,Ward,Susan,3525,549288,BANNED
556,10,917,894,Boone,Stephen,4009,773402,NOT BANNED
854,180,599,975,Scott,Douglas,1608,684097,BANNED
189,714,341,60,Lewis,Bonnie,3074,724090,BANNED
238,562,153,163,Lane,Candice,4466,730806,NOT BANNED
457,923,355,970,Wright,Cathy,2297,595113,BANNED
194,446,767,960,Sutton,Erin,8415,134085,NOT BANNED
731,15,805,828,Garza,Eric,2552,200285,BANNED
433,221,170,672,Owens,Kelly,9814,931411,BANNED
160,881,488,798,Singh,Seth,1263,392917,NOT BANNED
382,566,288,447,Hill,Derek,2911,994610,BANNED
60,239,788,824,Nelson,Yolanda,5766,622748,NOT BANNED
657,467,720,799,Weber,Jeff,4471,115992,BANNED
362,146,797,542,Myers,Robert,3638,382642,BANNED
667,312,487,791,Reed,Johnny,6825,824143,BANNED
699,459,258,523,Brown,David,7158,668482,BANNED
31,956,298,135,Lee,Annette,3135,246460,BANNED
405,856,617,17,Green,Dwayne,6645,733954,NOT BANNED
590,353,469,217,Williams,Jessica,9908,914830,NOT BANNED
234,768,934,808,Robinson,Cristina,9331,294312,NOT BANNED
789,420,356,781,Underwood,Joseph,8278,128929,BANNED
559,795,160,345,Davis,Victoria,6237,894628,NOT BANNED
453,756,16,351,Moreno,Jennifer,7946,812984,NOT BANNED
848,944,562,730,Martin,Robert,8699,691105,BANNED
462,658,261,242,Middleton,William,2026,708493,BANNED
95,198,243,587,Green,Jesus,9223,441009,BANNED
109,934,66,724,Baker,Kelly,8076,511507,NOT BANNED
646,959,511,209,Morris,Erik,4777,674473,NOT BANNED
639,100,687,566,Aguilar,Jason,6999,405414,NOT BANNED
980,343,775,488,Anderson,Justin,7951,190407,BANNED
615,366,26,371,Nicholson,Ashley,7706,559751,BANNED
347,116,403,389,Griffin,Susan,5575,783716,NOT BANNED
514,940,664,755,Pitts,Robert,2359,522592,NOT BANNED
220,787,590,20,Griffin,Robert,5983,794003,NOT BANNED
521,976,89,622,Hicks,Victoria,6857,573167,NOT BANNED
273,698,631,484,Williams,Kelly,9230,187997,NOT BANNED
478,374,24,697,Olson,Judy,8508,253503,BANNED
202,568,640,292,Ramos,Leslie,1747,342353,NOT BANNED
265,964,804,840,Williams,Dave,8769,481046,BANNED
718,265,204,858,Roach,Derrick,5781,568313,NOT BANNED
428,359,850,665,Jackson,Kevin,9156,273462,NOT BANNED
231,594,2,785,Silva,Joseph,1189,218392,BANNED
995,579,86,794,Gould,Jack,5072,321249,BANNED
357,25,65,906,Brown,Debra,3474,616067,NOT BANNED
861,195,187,967,Coleman,Tammy,6595,101824,NOT BANNED
788,97,527,569,Drake,Brittany,3359,515421,BANNED
316,889,420,786,Perez,Megan,8169,881902,BANNED
934,682,84,334,Duke,Steve,1545,501680,BANNED
188,348,596,146,Bailey,Amy,2024,671223,BANNED
291,949,723,211,Thompson,Anna,3017,467638,NOT BANNED
320,653,670,119,Stone,Latoya,9012,593297,BANNED
2,414,615,101,Wang,Michael,9420,285259,BANNED
550,694,964,979,Hall,James,9007,552135,NOT BANNED
14,690,121,328,Brown,Sarah,9792,843242,BANNED
928,577,501,362,Green,Tina,9295,986500,NOT BANNED
15,829,722,668,Johnson,Kathleen,1412,589307,NOT BANNED
417,114,491,539,Hernandez,Michael,2605,689356,BANNED
692,759,852,706,Ward,Sherry,5555,402515,NOT BANNED
673,623,697,485,Lewis,Richard,1503,242297,NOT BANNED
177,862,321,559,James,Ronnie,4441,229405,NOT BANNED
732,699,925,567,Clements,Jason,1043,656002,NOT BANNED
719,65,568,173,Shaw,Brenda,1857,194561,NOT BANNED
860,349,36,995,Chang,Amber,3364,124469,NOT BANNED
33,255,630,719,Patrick,Carrie,5908,761804,BANNED
25,85,17,422,Johnson,Joseph,7881,823109,NOT BANNED
686,907,860,252,Palmer,Kenneth,1311,764761,NOT BANNED
217,247,70,204,Ho,Tammy,2834,388737,NOT BANNED
787,806,769,652,Clayton,Veronica,5043,995305,BANNED
50,280,140,982,Preston,Cathy,9470,669515,NOT BANNED
127,861,724,294,Smith,Rebecca,8282,102676,BANNED
4,316,325,498,Wang,Roger,9588,448397,NOT BANNED
805,92,765,406,Flores,Andrew,1028,537029,NOT BANNED
780,84,306,424,Navarro,Heather,6556,690993,BANNED
